citations,description,dir_csd,dir_dec,dir_inc,experiment,external_database_ids,instrument_codes,magn_moment,magn_volume,meas_n_orient,meas_temp,measurement,method_codes,quality,sequence,software_packages,specimen,standard,timestamp,treat_ac_field,treat_dc_field,treat_dc_field_phi,treat_dc_field_theta,treat_step_num,treat_temp,core_depth,core_sects,offset,core,section
This study,IN-LINE AF DEMAG:: average of multiple measurements,43.9,7.5,32.7,999-U999A-1H-3-A-82.5_LP-DIR-AF,LORE[112708561],IODP-SRM:IODP-SRM-AF,1.167e-10,1.0126e-06,8.0,273.0,999-U999A-1H-3-A-82.5_LP-DIR-AF-657,LT-AF-Z:DE-VM:LP-DIR-AF,g,656,pmagpy-4.2.25-1,999-U999A-1H-3-A-82.5,u,2019-01-25T04:03:23Z,0.01,0,0,0,2,273.0,6.825,1H-3,82.5,1H,3
This study,IN-LINE AF DEMAG:: average of multiple measurements,32.9,13.4,28.6,999-U999A-1H-3-A-85.0_LP-DIR-AF,LORE[112708561],IODP-SRM:IODP-SRM-AF,1.317e-10,1.4790000000000004e-06,8.0,273.0,999-U999A-1H-3-A-85.0_LP-DIR-AF-662,LT-AF-Z:DE-VM:LP-DIR-AF,g,661,pmagpy-4.2.25-1,999-U999A-1H-3-A-85.0,u,2019-01-25T04:03:23Z,0.01,0,0,0,2,273.0,6.85,1H-3,85.0,1H,3
This study,IN-LINE AF DEMAG:: average of multiple measurements,53.2,35.3,35.5,999-U999A-1H-3-A-87.5_LP-DIR-AF,LORE[112708561],IODP-SRM:IODP-SRM-AF,1.222e-10,1.5708e-06,8.0,273.0,999-U999A-1H-3-A-87.5_LP-DIR-AF-667,LT-AF-Z:DE-VM:LP-DIR-AF,g,666,pmagpy-4.2.25-1,999-U999A-1H-3-A-87.5,u,2019-01-25T04:03:23Z,0.01,0,0,0,2,273.0,6.875,1H-3,87.5,1H,3
This study,IN-LINE AF DEMAG:: average of multiple measurements,52.3,138.6,21.7,999-U999A-1H-3-A-90.0_LP-DIR-AF,LORE[112708561],IODP-SRM:IODP-SRM-AF,1.739e-10,1.8598e-06,8.0,273.0,999-U999A-1H-3-A-90.0_LP-DIR-AF-672,LT-AF-Z:DE-VM:LP-DIR-AF,g,671,pmagpy-4.2.25-1,999-U999A-1H-3-A-90.0,u,2019-01-25T04:03:23Z,0.01,0,0,0,2,273.0,6.9,1H-3,90.0,1H,3
This study,IN-LINE AF DEMAG:: average of multiple measurements,71.6,134.9,21.9,999-U999A-1H-3-A-92.5_LP-DIR-AF,LORE[112708561],IODP-SRM:IODP-SRM-AF,9.575e-11,1.1579e-06,8.0,273.0,999-U999A-1H-3-A-92.5_LP-DIR-AF-677,LT-AF-Z:DE-VM:LP-DIR-AF,g,676,pmagpy-4.2.25-1,999-U999A-1H-3-A-92.5,u,2019-01-25T04:03:23Z,0.01,0,0,0,2,273.0,6.925,1H-3,92.5,1H,3
This study,IN-LINE AF DEMAG:: average of multiple measurements,53.2,19.4,20.8,999-U999A-1H-3-A-95.0_LP-DIR-AF,LORE[112708561],IODP-SRM:IODP-SRM-AF,1.691e-10,2.0168e-06,8.0,273.0,999-U999A-1H-3-A-95.0_LP-DIR-AF-682,LT-AF-Z:DE-VM:LP-DIR-AF,g,681,pmagpy-4.2.25-1,999-U999A-1H-3-A-95.0,u,2019-01-25T04:03:23Z,0.01,0,0,0,2,273.0,6.95,1H-3,95.0,1H,3
This study,IN-LINE AF DEMAG:: average of multiple measurements,51.7,19.7,17.4,999-U999A-1H-3-A-97.5_LP-DIR-AF,LORE[112708561],IODP-SRM:IODP-SRM-AF,1.5699999999999997e-10,1.1297e-06,8.0,273.0,999-U999A-1H-3-A-97.5_LP-DIR-AF-687,LT-AF-Z:DE-VM:LP-DIR-AF,g,686,pmagpy-4.2.25-1,999-U999A-1H-3-A-97.5,u,2019-01-25T04:03:23Z,0.01,0,0,0,2,273.0,6.975,1H-3,97.5,1H,3
This study,IN-LINE AF DEMAG:,0.0,35.2,65.4,999-U999A-1H-4-A-100.0_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,1.9577298130487774e-09,2.0061e-05,1.0,273.0,999-U999A-1H-4-A-100.0_LP-DIR-AF-695,LT-AF-Z:LP-DIR-AF,g,694,pmagpy-4.2.25-1,999-U999A-1H-4-A-100.0,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,7.5,1H-4,100.0,1H,4
This study,IN-LINE AF DEMAG:,0.0,238.8,73.3,999-U999A-1H-4-A-102.5_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,1.4937023399928112e-09,2.519e-05,1.0,273.0,999-U999A-1H-4-A-102.5_LP-DIR-AF-697,LT-AF-Z:LP-DIR-AF,g,696,pmagpy-4.2.25-1,999-U999A-1H-4-A-102.5,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,7.525,1H-4,102.5,1H,4
This study,IN-LINE AF DEMAG:,0.0,236.3,48.5,999-U999A-1H-4-A-105.0_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,1.7236493795505517e-09,3.2634e-05,1.0,273.0,999-U999A-1H-4-A-105.0_LP-DIR-AF-699,LT-AF-Z:LP-DIR-AF,g,698,pmagpy-4.2.25-1,999-U999A-1H-4-A-105.0,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,7.55,1H-4,105.0,1H,4
This study,IN-LINE AF DEMAG:,0.0,241.9,26.3,999-U999A-1H-4-A-107.5_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,3.5506507185162554e-09,4.3973e-05,1.0,273.0,999-U999A-1H-4-A-107.5_LP-DIR-AF-701,LT-AF-Z:LP-DIR-AF,g,700,pmagpy-4.2.25-1,999-U999A-1H-4-A-107.5,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,7.575,1H-4,107.5,1H,4
This study,IN-LINE AF DEMAG:,0.0,303.2,25.1,999-U999A-1H-4-A-110.0_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,4.312251110499016e-09,4.6586e-05,1.0,273.0,999-U999A-1H-4-A-110.0_LP-DIR-AF-703,LT-AF-Z:LP-DIR-AF,g,702,pmagpy-4.2.25-1,999-U999A-1H-4-A-110.0,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,7.6,1H-4,110.0,1H,4
This study,IN-LINE AF DEMAG:,0.0,293.8,60.2,999-U999A-1H-4-A-112.5_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,3.985323753486033e-09,4.6659e-05,1.0,273.0,999-U999A-1H-4-A-112.5_LP-DIR-AF-705,LT-AF-Z:LP-DIR-AF,g,704,pmagpy-4.2.25-1,999-U999A-1H-4-A-112.5,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,7.625,1H-4,112.5,1H,4
This study,IN-LINE AF DEMAG:,0.0,216.5,70.5,999-U999A-1H-4-A-12.5_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,3.599681938727365e-10,1.5157e-05,1.0,273.0,999-U999A-1H-4-A-12.5_LP-DIR-AF-711,LT-AF-Z:LP-DIR-AF,g,710,pmagpy-4.2.25-1,999-U999A-1H-4-A-12.5,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,6.625,1H-4,12.5,1H,4
This study,IN-LINE AF DEMAG:,0.0,236.4,63.7,999-U999A-1H-4-A-15.0_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,5.527171323208644e-10,1.0709e-05,1.0,273.0,999-U999A-1H-4-A-15.0_LP-DIR-AF-719,LT-AF-Z:LP-DIR-AF,g,718,pmagpy-4.2.25-1,999-U999A-1H-4-A-15.0,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,6.65,1H-4,15.0,1H,4
This study,IN-LINE AF DEMAG:,0.0,235.6,46.0,999-U999A-1H-4-A-17.5_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,6.446202613942568e-10,8.9496e-06,1.0,273.0,999-U999A-1H-4-A-17.5_LP-DIR-AF-721,LT-AF-Z:LP-DIR-AF,g,720,pmagpy-4.2.25-1,999-U999A-1H-4-A-17.5,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,6.675,1H-4,17.5,1H,4
This study,IN-LINE AF DEMAG:,0.0,207.9,15.7,999-U999A-1H-4-A-20.0_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,7.139564548346068e-10,7.0046000000000015e-06,1.0,273.0,999-U999A-1H-4-A-20.0_LP-DIR-AF-725,LT-AF-Z:LP-DIR-AF,g,724,pmagpy-4.2.25-1,999-U999A-1H-4-A-20.0,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,6.7,1H-4,20.0,1H,4
This study,IN-LINE AF DEMAG:,0.0,182.7,-27.9,999-U999A-1H-4-A-22.5_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,1.0542205680975877e-09,1.1707e-05,1.0,273.0,999-U999A-1H-4-A-22.5_LP-DIR-AF-727,LT-AF-Z:LP-DIR-AF,g,726,pmagpy-4.2.25-1,999-U999A-1H-4-A-22.5,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,6.725,1H-4,22.5,1H,4
This study,IN-LINE AF DEMAG:,0.0,211.4,-66.3,999-U999A-1H-4-A-25.0_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,1.4917643210641555e-09,1.1438e-05,1.0,273.0,999-U999A-1H-4-A-25.0_LP-DIR-AF-729,LT-AF-Z:LP-DIR-AF,g,728,pmagpy-4.2.25-1,999-U999A-1H-4-A-25.0,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,6.75,1H-4,25.0,1H,4
This study,IN-LINE AF DEMAG:,0.0,274.2,-63.1,999-U999A-1H-4-A-27.5_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,1.9936295560610048e-09,1.2638e-05,1.0,273.0,999-U999A-1H-4-A-27.5_LP-DIR-AF-731,LT-AF-Z:LP-DIR-AF,g,730,pmagpy-4.2.25-1,999-U999A-1H-4-A-27.5,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,6.775,1H-4,27.5,1H,4
This study,IN-LINE AF DEMAG:,0.0,304.1,-49.2,999-U999A-1H-4-A-30.0_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,1.8719139042434614e-09,1.0033e-05,1.0,273.0,999-U999A-1H-4-A-30.0_LP-DIR-AF-733,LT-AF-Z:LP-DIR-AF,g,732,pmagpy-4.2.25-1,999-U999A-1H-4-A-30.0,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,6.8,1H-4,30.0,1H,4
This study,IN-LINE AF DEMAG:,0.0,267.1,-49.0,999-U999A-1H-4-A-32.5_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,1.0547549876388357e-09,4.832e-06,1.0,273.0,999-U999A-1H-4-A-32.5_LP-DIR-AF-735,LT-AF-Z:LP-DIR-AF,g,734,pmagpy-4.2.25-1,999-U999A-1H-4-A-32.5,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,6.825,1H-4,32.5,1H,4
This study,IN-LINE AF DEMAG:,0.0,238.2,-34.1,999-U999A-1H-4-A-35.0_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,7.313716958728988e-10,4.5013e-06,1.0,273.0,999-U999A-1H-4-A-35.0_LP-DIR-AF-737,LT-AF-Z:LP-DIR-AF,g,736,pmagpy-4.2.25-1,999-U999A-1H-4-A-35.0,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,6.85,1H-4,35.0,1H,4
This study,IN-LINE AF DEMAG:,0.0,343.0,-9.8,999-U999A-1H-4-A-37.5_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,1.1555505052138567e-09,8.8878e-06,1.0,273.0,999-U999A-1H-4-A-37.5_LP-DIR-AF-739,LT-AF-Z:LP-DIR-AF,g,738,pmagpy-4.2.25-1,999-U999A-1H-4-A-37.5,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,6.875,1H-4,37.5,1H,4
This study,IN-LINE AF DEMAG:,0.0,11.3,22.8,999-U999A-1H-4-A-40.0_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,1.683319599660148e-09,1.248e-05,1.0,273.0,999-U999A-1H-4-A-40.0_LP-DIR-AF-741,LT-AF-Z:LP-DIR-AF,g,740,pmagpy-4.2.25-1,999-U999A-1H-4-A-40.0,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,6.9,1H-4,40.0,1H,4
This study,IN-LINE AF DEMAG:,0.0,100.9,36.9,999-U999A-1H-4-A-42.5_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,2.1992092326334027e-09,1.434e-05,1.0,273.0,999-U999A-1H-4-A-42.5_LP-DIR-AF-743,LT-AF-Z:LP-DIR-AF,g,742,pmagpy-4.2.25-1,999-U999A-1H-4-A-42.5,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,6.925,1H-4,42.5,1H,4
This study,IN-LINE AF DEMAG:,0.0,144.0,1.1,999-U999A-1H-4-A-45.0_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,2.0649872924829344e-09,2.3772e-05,1.0,273.0,999-U999A-1H-4-A-45.0_LP-DIR-AF-745,LT-AF-Z:LP-DIR-AF,g,744,pmagpy-4.2.25-1,999-U999A-1H-4-A-45.0,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,6.95,1H-4,45.0,1H,4
This study,IN-LINE AF DEMAG:,0.0,149.7,-31.0,999-U999A-1H-4-A-47.5_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,2.1638641602697712e-09,2.1727e-05,1.0,273.0,999-U999A-1H-4-A-47.5_LP-DIR-AF-747,LT-AF-Z:LP-DIR-AF,g,746,pmagpy-4.2.25-1,999-U999A-1H-4-A-47.5,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,6.975,1H-4,47.5,1H,4
This study,IN-LINE AF DEMAG:,0.0,161.4,-76.4,999-U999A-1H-4-A-50.0_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,1.589593431415719e-09,1.7563e-05,1.0,273.0,999-U999A-1H-4-A-50.0_LP-DIR-AF-751,LT-AF-Z:LP-DIR-AF,g,750,pmagpy-4.2.25-1,999-U999A-1H-4-A-50.0,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,7.0,1H-4,50.0,1H,4
This study,IN-LINE AF DEMAG:,0.0,336.0,-65.5,999-U999A-1H-4-A-52.5_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,8.291178244375161e-10,1.6937e-05,1.0,273.0,999-U999A-1H-4-A-52.5_LP-DIR-AF-753,LT-AF-Z:LP-DIR-AF,g,752,pmagpy-4.2.25-1,999-U999A-1H-4-A-52.5,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,7.025,1H-4,52.5,1H,4
This study,IN-LINE AF DEMAG:,0.0,339.6,-43.5,999-U999A-1H-4-A-55.0_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,7.14254098623172e-10,1.268e-05,1.0,273.0,999-U999A-1H-4-A-55.0_LP-DIR-AF-755,LT-AF-Z:LP-DIR-AF,g,754,pmagpy-4.2.25-1,999-U999A-1H-4-A-55.0,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,7.05,1H-4,55.0,1H,4
This study,IN-LINE AF DEMAG:,0.0,342.7,-22.8,999-U999A-1H-4-A-57.5_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,2.8730737610440844e-10,6.563400000000001e-06,1.0,273.0,999-U999A-1H-4-A-57.5_LP-DIR-AF-757,LT-AF-Z:LP-DIR-AF,g,756,pmagpy-4.2.25-1,999-U999A-1H-4-A-57.5,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,7.075,1H-4,57.5,1H,4
This study,IN-LINE AF DEMAG:,0.0,348.3,20.8,999-U999A-1H-4-A-60.0_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,3.5158683749110967e-10,3.7809e-06,1.0,273.0,999-U999A-1H-4-A-60.0_LP-DIR-AF-759,LT-AF-Z:LP-DIR-AF,g,758,pmagpy-4.2.25-1,999-U999A-1H-4-A-60.0,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,7.1,1H-4,60.0,1H,4
This study,IN-LINE AF DEMAG:,0.0,2.0,46.8,999-U999A-1H-4-A-62.5_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,3.678988223683245e-10,7.2801e-06,1.0,273.0,999-U999A-1H-4-A-62.5_LP-DIR-AF-761,LT-AF-Z:LP-DIR-AF,g,760,pmagpy-4.2.25-1,999-U999A-1H-4-A-62.5,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,7.125,1H-4,62.5,1H,4
This study,IN-LINE AF DEMAG:,0.0,358.3,42.6,999-U999A-1H-4-A-65.0_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,8.931269946653724e-10,1.7407e-05,1.0,273.0,999-U999A-1H-4-A-65.0_LP-DIR-AF-763,LT-AF-Z:LP-DIR-AF,g,762,pmagpy-4.2.25-1,999-U999A-1H-4-A-65.0,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,7.15,1H-4,65.0,1H,4
This study,IN-LINE AF DEMAG:,0.0,358.6,46.5,999-U999A-1H-4-A-67.5_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,1.3836131900571055e-09,3.1898e-05,1.0,273.0,999-U999A-1H-4-A-67.5_LP-DIR-AF-765,LT-AF-Z:LP-DIR-AF,g,764,pmagpy-4.2.25-1,999-U999A-1H-4-A-67.5,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,7.175,1H-4,67.5,1H,4
This study,IN-LINE AF DEMAG:,0.0,26.6,76.7,999-U999A-1H-4-A-70.0_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,1.2211416813375914e-09,3.6609e-05,1.0,273.0,999-U999A-1H-4-A-70.0_LP-DIR-AF-769,LT-AF-Z:LP-DIR-AF,g,768,pmagpy-4.2.25-1,999-U999A-1H-4-A-70.0,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,7.2,1H-4,70.0,1H,4
This study,IN-LINE AF DEMAG:,0.0,151.3,69.8,999-U999A-1H-4-A-72.5_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,1.1289666467172536e-09,3.5328000000000005e-05,1.0,273.0,999-U999A-1H-4-A-72.5_LP-DIR-AF-771,LT-AF-Z:LP-DIR-AF,g,770,pmagpy-4.2.25-1,999-U999A-1H-4-A-72.5,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,7.225,1H-4,72.5,1H,4
This study,IN-LINE AF DEMAG:,0.0,180.2,49.5,999-U999A-1H-4-A-75.0_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,8.351211050500399e-10,2.8053e-05,1.0,273.0,999-U999A-1H-4-A-75.0_LP-DIR-AF-773,LT-AF-Z:LP-DIR-AF,g,772,pmagpy-4.2.25-1,999-U999A-1H-4-A-75.0,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,7.25,1H-4,75.0,1H,4
This study,IN-LINE AF DEMAG:,0.0,222.1,48.2,999-U999A-1H-4-A-77.5_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,6.042017601761847e-10,1.8049e-05,1.0,273.0,999-U999A-1H-4-A-77.5_LP-DIR-AF-775,LT-AF-Z:LP-DIR-AF,g,774,pmagpy-4.2.25-1,999-U999A-1H-4-A-77.5,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,7.275,1H-4,77.5,1H,4
This study,IN-LINE AF DEMAG:,0.0,215.8,43.6,999-U999A-1H-4-A-80.0_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,1.3096238325351293e-09,1.2691e-05,1.0,273.0,999-U999A-1H-4-A-80.0_LP-DIR-AF-777,LT-AF-Z:LP-DIR-AF,g,776,pmagpy-4.2.25-1,999-U999A-1H-4-A-80.0,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,7.3,1H-4,80.0,1H,4
This study,IN-LINE AF DEMAG:,0.0,168.0,33.5,999-U999A-1H-4-A-82.5_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,1.1208751339912937e-09,8.512100000000001e-06,1.0,273.0,999-U999A-1H-4-A-82.5_LP-DIR-AF-779,LT-AF-Z:LP-DIR-AF,g,778,pmagpy-4.2.25-1,999-U999A-1H-4-A-82.5,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,7.325,1H-4,82.5,1H,4
This study,IN-LINE AF DEMAG:,0.0,138.6,13.5,999-U999A-1H-4-A-85.0_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,4.391634293745325e-10,7.3075e-06,1.0,273.0,999-U999A-1H-4-A-85.0_LP-DIR-AF-781,LT-AF-Z:LP-DIR-AF,g,780,pmagpy-4.2.25-1,999-U999A-1H-4-A-85.0,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,7.35,1H-4,85.0,1H,4
This study,IN-LINE AF DEMAG:,0.0,175.7,-10.2,999-U999A-1H-4-A-87.5_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,5.983047236392172e-10,8.390599999999999e-06,1.0,273.0,999-U999A-1H-4-A-87.5_LP-DIR-AF-783,LT-AF-Z:LP-DIR-AF,g,782,pmagpy-4.2.25-1,999-U999A-1H-4-A-87.5,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,7.375,1H-4,87.5,1H,4
This study,IN-LINE AF DEMAG:,0.0,196.5,-24.9,999-U999A-1H-4-A-90.0_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,1.1884061704653002e-09,1.768e-05,1.0,273.0,999-U999A-1H-4-A-90.0_LP-DIR-AF-785,LT-AF-Z:LP-DIR-AF,g,784,pmagpy-4.2.25-1,999-U999A-1H-4-A-90.0,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,7.4,1H-4,90.0,1H,4
This study,IN-LINE AF DEMAG:,0.0,215.4,-59.0,999-U999A-1H-4-A-92.5_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,1.8317193109275774e-09,1.7047e-05,1.0,273.0,999-U999A-1H-4-A-92.5_LP-DIR-AF-787,LT-AF-Z:LP-DIR-AF,g,786,pmagpy-4.2.25-1,999-U999A-1H-4-A-92.5,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,7.425,1H-4,92.5,1H,4
This study,IN-LINE AF DEMAG:,0.0,15.0,-46.4,999-U999A-1H-4-A-95.0_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,2.314054561802725e-09,1.4378e-05,1.0,273.0,999-U999A-1H-4-A-95.0_LP-DIR-AF-789,LT-AF-Z:LP-DIR-AF,g,788,pmagpy-4.2.25-1,999-U999A-1H-4-A-95.0,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,7.45,1H-4,95.0,1H,4
This study,IN-LINE AF DEMAG:,0.0,30.4,18.8,999-U999A-1H-4-A-97.5_LP-DIR-AF,LORE[112703961],IODP-SRM:IODP-SRM-AF,2.544227084990646e-09,1.8965e-05,1.0,273.0,999-U999A-1H-4-A-97.5_LP-DIR-AF-791,LT-AF-Z:LP-DIR-AF,g,790,pmagpy-4.2.25-1,999-U999A-1H-4-A-97.5,u,2019-01-18T19:57:40Z,0.01,0,0,0,1,273.0,7.475,1H-4,97.5,1H,4
